No.,名称,☆,タイプ1,タイプ2,主属性,副属性,HP,攻撃,回復,コスト,スキル,リーダースキル,覚醒数,ギガグラ,最大Lv,,最大HP,最大攻撃,最大回復,HP指数,攻撃指数,回復指数,覚醒スキル1,覚醒スキル2,覚醒スキル3,覚醒スキル4,覚醒スキル5,覚醒スキル6,覚醒スキル7,覚醒スキル8,覚醒スキル9,,
1738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,護誓の英帝神・劉備,7,神,攻撃,木,光,1250,747,196,35,捲土重来の引導,堅忍の王威,4,0%,99 ,0,2525,1745,403,1.0,1.0,1.0,木属性強化,木ドロップ強化,お邪魔耐性,スキルブースト,,,,,,,
1743,克己の龍英傑・劉備,7,ドラゴン,攻撃,木,火,1250,747,196,35,捲土重来の引導,決起の義勇,7,0%,99 ,0,2625,1705,353,1.0,1.0,1.0,木属性強化,木ドロップ強化,お邪魔耐性,スキルブースト,2体攻撃,2体攻撃,2体攻撃,,,,
1744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,覚醒ハーデス,7,悪魔,攻撃,闇,木,1140,777,158,30,グラビティワールド,冥獄の神魔力,8,20%,99 ,0,2471,1860,396,1.0,1.0,1.0,闇ドロップ強化,暗闇耐性,スキルブースト,闇属性強化,2体攻撃,2体攻撃,木ドロップ強化,暗闇耐性,,,
1749,赤の魔導書・テウルギア,5,攻撃,悪魔,火,,427,581,93,15,サモンファイア,火の呪印,0,0%,50 ,0,1025,988,158,1.0,1.0,1.0,,,,,,,,,,,
1750,紅輪の魔導姫・テウルギア,6,攻撃,悪魔,火,水,820,889,142,30,サモンファイア,魔導の双呪印・火水,4,0%,99 ,0,1950,1650,246,1.0,1.0,1.0,火ドロップ強化,火ドロップ強化,水ドロップ強化,水ドロップ強化,,,,,,,
1751,青の魔導書・アルス＝パウリナ,5,体力,悪魔,水,,633,514,0,15,サモンアクア,水の呪印,0,0%,50 ,0,1519,874,0,1.0,1.0,1.0,,,,,,,,,,,
1752,蒼刻の魔導姫・アルス＝パウリナ,6,体力,悪魔,水,木,1215,787,0,30,サモンアクア,魔導の双呪印・水木,4,0%,99 ,0,3638,1217,0,1.0,1.0,1.0,水ドロップ強化,水ドロップ強化,木ドロップ強化,木ドロップ強化,,,,,,,
1753,緑の魔導書・アルマデル,5,バランス,悪魔,木,,516,488,101,15,サモンツリー,木の呪印,0,0%,50 ,0,1238,830,172,1.0,1.0,1.0,,,,,,,,,,,
1754,碧精の魔導姫・アルマデル,6,バランス,悪魔,木,火,990,747,155,30,サモンツリー,魔導の双呪印・木火,4,0%,99 ,0,2645,1245,279,1.0,1.0,1.0,木ドロップ強化,木ドロップ強化,火ドロップ強化,火ドロップ強化,,,,,,,
1755,黄の魔導書・アルス＝ノウァ,5,攻撃,悪魔,光,,404,606,54,12,サモンライト,光の呪印,0,0%,50 ,0,970,1030,92,1.0,1.0,1.0,,,,,,,,,,,
1756,煌灯の魔導姫・アルス＝ノウァ,6,攻撃,悪魔,光,火,776,927,83,17,サモンライト,魔導の双呪印・光火,5,0%,99 ,0,2610,1714,149,1.0,1.0,1.0,光ドロップ強化,光ドロップ強化,スキルブースト,火ドロップ強化,火ドロップ強化,,,,,,
1757,紫の魔導書・ゴエティア,5,体力,悪魔,闇,,731,458,18,12,サモンダーク,闇の呪印,0,0%,50 ,0,1754,779,31,1.0,1.0,1.0,,,,,,,,,,,
1758,闇翔の魔導姫・ゴエティア,6,体力,悪魔,闇,木,1403,701,28,17,サモンダーク,魔導の双呪印・闇木,5,0%,99 ,0,3508,1312,120,1.0,1.0,1.0,闇ドロップ強化,闇ドロップ強化,スキルブースト,木ドロップ強化,木ドロップ強化,,,,,,
1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,香彩の丼龍・ハッポウ,5,ドラゴン,回復,水,,534,294,99,12,マーキュリージェネシス,水の恵み,2,0%,99 ,0,2403,1029,327,1.0,1.0,1.0,スキルブースト,自動回復,,,,,,,,,
1763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,金の丼龍日出の丼龍・ガショウ,5,ドラゴン,回復,光,,533,290,102,12,ソウルドレイン,陽の恵み,2,0%,99 ,0,2399,1015,337,1.0,1.0,1.0,スキルブースト,自動回復,,,,,,,,,
1765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,マグミル,2,ドラゴン,,水,,97,287,212,5,激流の結界,なし,0,0%,30 ,0,252,459,339,1.0,1.0,1.0,,,,,,,,,,,
1768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,マグコーン,2,ドラゴン,,光,,96,285,213,5,閃光の結界,なし,0,0%,30 ,0,250,456,341,1.0,1.0,1.0,,,,,,,,,,,
1770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,ツナドン,3,悪魔,,水,,640,365,2,6,なし,なし,0,0%,25 ,0,1536,621,3,1.0,1.0,1.0,,,,,,,,,,,
1774,海の丼魔・ツナドン,4,悪魔,,水,,1229,559,3,12,ブルークレスト,三味一体・火水木,0,0%,70 ,0,3073,1006,5,1.0,1.0,1.0,,,,,,,,,,,
1775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,トリドン,3,悪魔,,光,,639,363,3,6,なし,なし,0,0%,25 ,0,1534,617,5,1.0,1.0,1.0,,,,,,,,,,,
1778,金の丼魔・トリドン,4,悪魔,,光,,1227,555,5,12,ホーリークレスト,三味一体・火木光,0,0%,70 ,0,3068,999,9,1.0,1.0,1.0,,,,,,,,,,,
1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,聖夜のサンタクロース・ヘラ,7,神,悪魔,火,光,1430,889,180,30,ギガグラビティ,聖夜の誘い,3,30%,99 ,0,3140,1546,308,1.0,1.0,1.0,スキルブースト,火ドロップ強化,攻撃強化,,,,,,,,
1782,聖夜の神精霊・ジーニャ,6,バランス,神,光,火,418,503,265,26,閃光の結界,聖夜の宝石箱,5,0%,99 ,0,2461,1207,478,1.0,1.0,1.0,スキルブースト,火ドロップ強化,光属性強化,光ドロップ強化,光ドロップ強化,,,,,,
1783,聖夜の麒麟姫・サクヤ,7,神,回復,光,火,1271,913,256,35,四神乱舞,聖夜の舞,7,20%,99 ,0,2828,1370,594,1.0,1.0,1.0,光ドロップ強化,お邪魔耐性,暗闇耐性,封印耐性,火ドロップ強化,スキルブースト,操作時間延長,,,,
1784,月光牙の魔女・ミニりりす,5,攻撃,悪魔,闇,光,672,473,399,23,毒の霧,るなてぃっくれくいえむ,3,0%,99 ,0,1427,1458,608,1.0,1.0,1.0,スキルブースト,2体攻撃,2体攻撃,,,,,,,,
1785,薔薇戦姫・ミニぐれいすばるきりー,5,回復,,光,木,1593,996,438,35,攻撃態勢・光,ばるきりーぶれいばー,3,0%,99 ,0,2308,1189,656,1.0,1.0,1.0,2体攻撃,2体攻撃,2体攻撃,,,,,,,,
1786,朱雀の化身・ミニれいらん,4,神,,火,火,674,510,106,15,南方七星陣,ひてんのまい,3,0%,70 ,0,1818,1070,273,1.0,1.0,1.0,火ドロップ強化,火ドロップ強化,火ドロップ強化,,,,,,,,
1787,青龍の化身・ミニかりん,4,神,,水,水,676,519,100,15,東方七星陣,しょうりゅうのまい,3,0%,70 ,0,1822,1108,260,1.0,1.0,1.0,水ドロップ強化,水ドロップ強化,水ドロップ強化,,,,,,,,
1788,玄武の化身・ミニめいめい,4,神,,木,木,703,505,94,15,北方七星陣,れいきのまい,3,0%,70 ,0,1887,1060,247,1.0,1.0,1.0,木ドロップ強化,木ドロップ強化,木ドロップ強化,,,,,,,,
1789,麒麟の化身・ミニさくや,4,神,,光,水,662,507,135,15,四神乱舞,しげんのまい,3,20%,70 ,0,1789,1064,334,1.0,1.0,1.0,光ドロップ強化,光ドロップ強化,光ドロップ強化,,,,,,,,
1790,白虎の化身・ミニはく,4,神,,闇,水,665,515,109,15,西方七星陣,こほうのまい,3,0%,70 ,0,1796,1080,279,1.0,1.0,1.0,闇ドロップ強化,闇ドロップ強化,闇ドロップ強化,,,,,,,,
1791,夜刻武神・ミニつくよみ,5,神,攻撃,闇,光,1080,725,173,30,チェンジ・ザ・ワールド,げっこうのしんげき,4,0%,99 ,0,2472,2036,295,1.0,1.0,1.0,スキルブースト,スキルブースト,2体攻撃,光属性強化,,,,,,,
1792,神書の管理者・ミニめたとろん,6,神,回復,光,水,981,582,345,60,クイックキュアー,せいせんのしょうり,4,0%,99 ,0,2454,1330,863,1.0,1.0,1.0,バインド耐性,バインド耐性,2体攻撃,光ドロップ強化,,,,,,,
1793,現世の赤龍喚士・ミニそにあ,6,ドラゴン,悪魔,火,闇,1832,693,66,50,継界召龍陣・火闇,まりゅうぞくのほこり,4,0%,99 ,0,3097,1875,165,1.0,1.0,1.0,火属性強化,火属性強化,闇属性強化,闇属性強化,,,,,,,
1794,反逆の熾天使・ミニるしふぁー,5,神,バランス,闇,水,971,754,369,40,明けの明星,めいあんのしんげん,4,0%,99 ,0,2528,1506,554,1.0,1.0,1.0,操作時間延長,操作時間延長,操作時間延長,闇ドロップ強化,,,,,,,
1795,ナッパ,4,体力,ドラゴン,光,,792,490,0,10,最高の技,アタマにきたぞ…!!,0,0%,50 ,0,1901,833,0,1.0,1.0,1.0,,,,,,,,,,,
1796,サイヤ人・ナッパ,5,体力,ドラゴン,光,闇,1521,750,0,20,最高の技,アタマにきたぞ…!!,3,0%,99 ,0,3803,1350,0,1.0,1.0,1.0,2体攻撃,スキルブースト,光ドロップ強化,,,,,,,,
1797,ラディッツ,4,体力,ドラゴン,闇,,678,475,68,10,ダブル気功波,ゴミめ…,0,0%,50 ,0,1627,808,116,1.0,1.0,1.0,,,,,,,,,,,
1798,サイヤ人・ラディッツ,5,体力,ドラゴン,闇,火,1302,727,104,20,ダブル気功波,ゴミめ…,3,0%,99 ,0,3255,1309,187,1.0,1.0,1.0,バインド耐性,スキルブースト,2体攻撃,,,,,,,,
1799,ビーデル,4,バランス,ドラゴン,火,,541,466,145,10,舞空術,おとなしくつかまりなさい,0,0%,50 ,0,1298,792,247,1.0,1.0,1.0,,,,,,,,,,,
1800,サタンの娘・ビーデル,5,バランス,ドラゴン,火,木,1038,713,222,20,舞空術,おとなしくつかまりなさい,3,0%,99 ,0,2595,1283,400,1.0,1.0,1.0,火ドロップ強化,スキルブースト,火ドロップ強化,,,,,,,,
1801,ゴテンクス,5,攻撃,ドラゴン,水,火,647,654,37,14,SGカミカゼアタック,終わりにしてやるぜ!!,0,0%,50 ,0,1553,1112,63,1.0,1.0,1.0,,,,,,,,,,,
1802,超サイヤ人・ゴテンクス,6,攻撃,ドラゴン,水,火,1242,1001,57,24,SGカミカゼアタック,終わりにしてやるぜ!!,4,0%,99 ,0,3105,1802,103,1.0,1.0,1.0,スキルブースト,スキルブースト,2体攻撃,水ドロップ強化,,,,,,,
1803,デンデ＆ポルンガ,6,神,ドラゴン,木,木,315,232,187,15,治癒能力,すぐなおしてあげる!!,3,0%,99 ,0,1418,812,617,1.0,1.0,1.0,自動回復,自動回復,自動回復,,,,,,,,
1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,ドラゴンボール・一星球,5,強化合成,,光,,10,10,10,1,超かめはめ波,なし,0,0%,1 ,0,- ,- ,- ,1.0,1.0,1.0,,,,,,,,,,,
1806,ドラゴンボール・三星球,5,強化合成,,光,,30,30,30,1,超級かめはめ波,なし,0,0%,1 ,0,- ,- ,- ,1.0,1.0,1.0,,,,,,,,,,,
1807,ドラゴンボール・四星球,5,強化合成,,光,,40,40,40,1,かめはめ波,なし,0,0%,1 ,0,- ,- ,- ,1.0,1.0,1.0,,,,,,,,,,,
1808,ドラゴンボール・六星球,5,強化合成,,光,,60,60,60,1,必殺剣,なし,0,0%,1 ,0,- ,- ,- ,1.0,1.0,1.0,,,,,,,,,,,
1809,ドラゴンボール・七星球,5,強化合成,,光,,70,70,70,1,SGカミカゼアタック,なし,0,0%,1 ,0,- ,- ,- ,1.0,1.0,1.0,,,,,,,,,,,
1810,ドラゴンボール・二星球＆五星球,5,強化合成,,光,,70,70,70,1,ファイナルフラッシュ,なし,0,0%,1 ,0,- ,- ,- ,1.0,1.0,1.0,,,,,,,,,,,
1811,ミニ曹操,4,神,攻撃,火,,532,674,10,15,主我覇道の編纂,超世の追求,0,0%,50 ,0,1278,1146,17,1.0,1.0,1.0,,,,,,,,,,,
1812,求覇の武王神・ミニ曹操,5,神,攻撃,火,,1022,1031,15,25,主我覇道の編纂,超世の追求,2,0%,99 ,0,2556,1856,27,1.0,1.0,1.0,火ドロップ強化,火ドロップ強化,,,,,,,,,
1813,ミニ孫権,4,神,回復,水,,482,466,189,15,虚心担懐の慧眼,虎児の猛心,0,0%,50 ,0,1157,792,321,1.0,1.0,1.0,,,,,,,,,,,
1814,秘勇の将軍神・ミニ孫権,5,神,回復,水,,926,713,289,25,虚心担懐の慧眼,虎児の猛心,2,0%,99 ,0,2236,1183,530,1.0,1.0,1.0,水ドロップ強化,水ドロップ強化,,,,,,,,,
1815,ミニ劉備,4,神,攻撃,木,,520,488,128,15,捲土重来の引導,決起の武勇,0,0%,50 ,0,1249,830,218,1.0,1.0,1.0,,,,,,,,,,,
1816,明徳の英傑神・ミニ劉備,5,神,攻撃,木,,1000,747,196,25,捲土重来の引導,決起の武勇,2,0%,99 ,0,2020,1645,353,1.0,1.0,1.0,木ドロップ強化,木ドロップ強化,,,,,,,,,
1817,ミニ大喬＆小喬,4,神,回復,光,水,0,0,0,15,則天去私の献身,天昇の奏舞,0,0%,50 ,0,1006,784,396,1.0,1.0,1.0,,,,,,,,,,,
1818,凛聖の双華神・ミニ大喬＆小喬,5,神,回復,光,水,804,706,356,25,則天去私の献身,天昇の奏舞,2,0%,99 ,0,1932,1221,641,1.0,1.0,1.0,光ドロップ強化,水ドロップ強化,,,,,,,,,
1819,ミニ呂布,4,神,悪魔,闇,,0,0,0,15,天下無双の崩撃,業滅の衝動,0,0%,50 ,0,1044,1292,0,1.0,1.0,1.0,,,,,,,,,,,
1820,羅刹の飛翔神・ミニ呂布,5,神,悪魔,闇,,836,1163,0,25,天下無双の崩撃,業滅の衝動,2,0%,99 ,0,2090,2093,0,1.0,1.0,1.0,闇ドロップ強化,闇ドロップ強化,,,,,,,,,
1821,忠義神・ミニ関羽,5,神,ドラゴン,火,闇,0,0,0,35,首尾一貫の剛毅,龍起の礼節,0,0%,50 ,0,1578,949,126,1.0,1.0,1.0,,,,,,,,,,,
1822,奮起の忠義神・ミニ関羽,6,神,ドラゴン,火,闇,1262,854,113,50,首尾一貫の剛毅,龍起の礼節,3,0%,99 ,0,3056,1437,203,1.0,1.0,1.0,火ドロップ強化,闇ドロップ強化,火ドロップ強化,,,,,,,,
1823,命龍神・ミニ諸葛亮,5,神,回復,光,,0,0,0,35,水明星心の占術,八陣の本質,0,0%,50 ,0,1025,852,439,1.0,1.0,1.0,,,,,,,,,,,
1824,天星の命龍神・ミニ諸葛亮,6,神,回復,光,水,820,767,395,50,水明星心の占術,八陣の本質,3,0%,99 ,0,2052,1331,611,1.0,1.0,1.0,光ドロップ強化,水ドロップ強化,光ドロップ強化,,,,,,,,
1825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,メジェドラ,6,神,バランス,木,,588,478,113,30,霊星の輝き,メジェビーム,0,0%,50 ,0,1411,813,192,1.0,1.0,1.0,,,,,,,,,,,
1837,冥穣の守護神・メジェドラ,7,神,バランス,木,火,1129,732,173,40,霊星の輝き,メジェビーム,3,0%,99 ,0,2543,1318,311,1.0,1.0,1.0,木ドロップ強化,2体攻撃,封印耐性,,,,,,,,
1838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,ミニ趙雲,5,攻撃,,木,木,766,631,40,30,質実剛健の奮起,誠心の闘志,0,0%,70 ,0,2786,1455,121,1.0,1.0,1.0,,,,,,,,,,,
1877,龍威の勇将軍・ミニ趙雲,6,攻撃,ドラゴン,木,光,2229,1310,109,40,質実剛健の奮起,誠心の闘志,3,0%,99 ,0,2911,1511,110,1.0,1.0,1.0,木ドロップ強化,スキルブースト,2体攻撃,,,,,,,,
1878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,富山湾の絶対王者・寒ブリ,6,体力,,水,水,1428,453,36,30,きときと,富山湾の至宝・冬,3,0%,99 ,0,3370,1233,76,1.0,1.0,1.0,水ドロップ強化,水ドロップ強化,水ドロップ強化,,,,,,,,
1881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
